account_number,bad_flag
105262,0.61883
105263,0.66186
105264,0.8113
105265,0.58343
105266,0.75124
105267,0.77597
105268,0.35032
105269,0.60606
105270,0.59407
105271,0.2841
105272,0.26696
105273,0.68761
105274,0.66282
105275,0.51464
105276,0.47421
105277,0.76954
105278,0.62072
105279,0.77934
105280,0.07437
105281,0.61239
105282,0.08944
105283,0.42017
105284,0.42269
105285,0.35623
105286,0.74563
105287,0.89474
105288,0.38617
105289,0.66708
105290,0.74592
105291,0.82538
105292,0.35492
105293,0.4477
105294,0.43811
105295,0.31993
105296,0.08324
105297,0.47331
105298,0.76448
105299,0.67893
105300,0.40135
105301,0.65631
105302,0.29776
105303,0.40617
105304,0.04255
105305,0.68728
105306,0.76961
105307,0.61623
105308,0.41154
105309,0.68838
105310,0.45568
105311,0.26993
105312,0.67933
105313,0.77913
105314,0.69456
105315,0.69427
105316,0.84377
105317,0.65284
105318,0.67773
105319,0.83509
105320,0.48472
105321,0.60731
105322,0.59718
105323,0.04309
105324,0.61004
105325,0.82529
105326,0.72007
105327,0.55968
105328,0.62412
105329,0.69401
105330,0.03662
105331,0.41365
105332,0.19193
105333,0.60355
105334,0.05275
105335,0.63513
105336,0.42965
105337,0.73165
105338,0.70398
105339,0.73909
105340,0.11249
105341,0.52805
105342,0.84027
105343,0.72148
105344,0.68915
105345,0.73144
105346,0.23301
105347,0.5279
105348,0.54253
105349,0.67417
105350,0.73306
105351,0.40227
105352,0.51649
105353,0.80312
105354,0.74387
105355,0.70967
105356,0.60832
105357,0.66649
105358,0.74534
105359,0.09439
105360,0.66867
105361,0.57953
105362,0.10616
105363,0.48526
105364,0.57229
105365,0.77603
105366,0.04442
105367,0.64552
105368,0.817
105369,0.00913
105370,0.39182
105371,0.80117
105372,0.67109
105373,0.67527
105374,0.1754
105375,0.20992
105376,0.65027
105377,0.71628
105378,0.84023
105379,0.65367
105380,0.67513
105381,0.70112
105382,0.65866
105383,0.75274
105384,0.86038
105385,0.42057
105386,0.0779
105387,0.68747
105388,0.46475
105389,0.71978
105390,0.67948
105391,0.62797
105392,0.80725
105393,0.39999
105394,0.72958
105395,0.2347
105396,0.5165
105397,0.52239
105398,0.4506
105399,0.14682
105400,0.11926
105401,0.08902
105402,0.32236
105403,0.44967
105404,0.78525
105405,0.60194
105406,0.28362
105407,0.66186
105408,0.55535
105409,0.50802
105410,0.67839
105411,0.62801
105412,0.37065
105413,0.66722
105414,0.72142
105415,0.1333
105416,0.77916
105417,0.397
105418,0.08759
105419,0.80576
105420,0.3021
105421,0.92619
105422,0.53543
105423,0.651
105424,0.28374
105425,0.58467
105426,0.77659
105427,0.78251
105428,0.66804
105429,0.52344
105430,0.6562
105431,0.18072
105432,0.31481
105433,0.6373
105434,0.71944
105435,0.12255
105436,0.27677
105437,0.56654
105438,0.49692
105439,0.62818
105440,0.86921
105441,0.45727
105442,0.26948
105443,0.16909
105444,0.33786
105445,0.80309
105446,0.83689
105447,0.62289
105448,0.27378
105449,0.24285
105450,0.61211
105451,0.1875
105452,0.62504
105453,0.55737
105454,0.78657
105455,0.67403
105456,0.56801
105457,0.48953
105458,0.1712
105459,0.75133
105460,0.0521
105461,0.65087
105462,0.77965
105463,0.93001
105464,0.47987
105465,0.72437
105466,0.70312
105467,0.79485
105468,0.60264
105469,0.79171
105470,0.70748
105471,0.56579
105472,0.69733
105473,0.73078
105474,0.69012
105475,0.14103
105476,0.69153
105477,0.20256
105478,0.7047
105479,0.34014
105480,0.0869
105481,0.37591
105482,0.68265
105483,0.82031
105484,0.2717
105485,0.05964
105486,0.57923
105487,0.02486
105488,0.57304
105489,0.25792
105490,0.30927
105491,0.54905
105492,0.63332
105493,0.67048
105494,0.23729
105495,0.66511
105496,0.78606
105497,0.11859
105498,0.41286
105499,0.00879
105500,0.8118
105501,0.5667
105502,0.05002
105503,0.6439
105504,0.77069
105505,0.49371
105506,0.07747
105507,0.74277
105508,0.58317
105509,0.6055
105510,0.56637
105511,0.49294
105512,0.50142
105513,0.33609
105514,0.55526
105515,0.54996
105516,0.68413
105517,0.54864
105518,0.65544
105519,0.07862
105520,0.68884
105521,0.74918
105522,0.76747
105523,0.38542
105524,0.34434
105525,0.50957
105526,0.57675
105527,0.62453
105528,0.63445
105529,0.84882
105530,0.36599
105531,0.1425
105532,0.74973
105533,0.74686
105534,0.62575
105535,0.59774
105536,0.5129
105537,0.01406
105538,0.61152
105539,0.746
105540,0.58821
105541,0.90811
105542,0.71318
105543,0.94783
105544,0.66087
105545,0.72494
105546,0.69374
105547,0.28554
105548,0.77228
105549,0.07562
105550,0.27238
105551,0.59571
105552,0.68479
105553,0.30638
105554,0.56923
105555,0.27207
105556,0.20683
105557,0.08458
105558,0.81867
105559,0.38599
105560,0.62148
105561,0.74561
105562,0.74231
105563,0.60478
105564,0.75626
105565,0.17047
105566,0.76
105567,0.70024
105568,0.71129
105569,0.76185
105570,0.72615
105571,0.14013
105572,0.59769
105573,0.18772
105574,0.30107
105575,0.88392
105576,0.79408
105577,0.52804
105578,0.88968
105579,0.63593
105580,0.52476
105581,0.69102
105582,0.86336
105583,0.00748
105584,0.72974
105585,0.58927
105586,0.74548
105587,0.19152
105588,0.63578
105589,0.81525
105590,0.76487
105591,0.55303
105592,0.74464
105593,0.66355
105594,0.4478
105595,0.52653
105596,0.01218
105597,0.35781
105598,0.1303
105599,0.66454
105600,0.57292
105601,0.67149
105602,0.77868
105603,0.11203
105604,0.11515
105605,0.49712
105606,0.67281
105607,0.66296
105608,0.6709
105609,0.93633
105610,0.12447
105611,0.28898
105612,0.57061
105613,0.15158
105614,0.09399
105615,0.7821
105616,0.00645
105617,0.78456
105618,0.05723
105619,0.65466
105620,0.54625
105621,0.65798
105622,0.75122
105623,0.10615
105624,0.33907
105625,0.33595
105626,0.63833
105627,0.67941
105628,0.40783
105629,0.79049
105630,0.62387
105631,0.49409
105632,0.51621
105633,0.71376
105634,0.66563
105635,0.56252
105636,0.7015
105637,0.62083
105638,0.83799
105639,0.35579
105640,0.55779
105641,0.03157
105642,0.6333
105643,0.91286
105644,0.80254
105645,0.82411
105646,0.4817
105647,0.47059
105648,0.65574
105649,0.84358
105650,0.59188
105651,0.69298
105652,0.69626
105653,0.58185
105654,0.48409
105655,0.7416
105656,0.42412
105657,0.67229
105658,0.75791
105659,0.89172
105660,0.55259
105661,0.6125
105662,0.79454
105663,0.63236
105664,0.78561
105665,0.58908
105666,0.64862
105667,0.16932
105668,0.73726
105669,0.18915
105670,0.18701
105671,0.50423
105672,0.82694
105673,0.65814
105674,0.78293
105675,0.71105
105676,0.67623
105677,0.59552
105678,0.66107
105679,0.69684
105680,0.74627
105681,0.54406
105682,0.72736
105683,0.67145
105684,0.77668
105685,0.67624
105686,0.69689
105687,0.83754
105688,0.77909
105689,0.55659
105690,0.79216
105691,0.88283
105692,0.35069
105693,0.63237
105694,0.72278
105695,0.20765
105696,0.07976
105697,0.63876
105698,0.40097
105699,0.98238
105700,0.28299
105701,0.11013
105702,0.78595
105703,0.72771
105704,0.60185
105705,0.51927
105706,0.63567
105707,0.52516
105708,0.52542
105709,0.63398
105710,0.7032
105711,0.46294
105712,0.81602
105713,0.62869
105714,0.55229
105715,0.67661
105716,0.88625
105717,0.70703
105718,0.54917
105719,0.09311
105720,0.58795
105721,0.60464
105722,0.43755
105723,0.58825
105724,0.89669
105725,0.75113
105726,0.57487
105727,0.60035
105728,0.64936
105729,0.73583
105730,0.48232
105731,0.31405
105732,0.48132
105733,0.27407
105734,0.43117
105735,0.45009
105736,0.17133
105737,0.63376
105738,0.47763
105739,0.58648
105740,0.7518
105741,0.68733
105742,0.98691
105743,0.91717
105744,0.66214
105745,0.0754
105746,0.59738
105747,0.53352
105748,0.67499
105749,0.16521
105750,0.57584
105751,0.45978
105752,0.29669
105753,0.526
105754,0.75896
105755,0.48714
105756,0.79593
105757,0.54865
105758,0.56389
105759,0.70096
105760,0.70673
105761,0.59096
105762,0.67086
105763,0.72965
105764,0.3747
105765,0.71938
105766,0.68601
105767,0.51389
105768,0.45154
105769,0.7023
105770,0.37226
105771,0.35044
105772,0.55686
105773,0.67594
105774,0.38943
105775,0.80021
105776,0.16164
105777,0.5685
105778,0.87223
105779,0.24668
105780,0.76816
105781,0.73849
105782,0.2035
105783,0.02786
105784,0.32309
105785,0.26023
105786,0.38315
105787,0.55541
105788,0.05423
105789,0.52113
105790,0.62895
105791,0.45831
105792,0.30957
105793,0.05667
105794,0.85446
105795,0.05058
105796,0.37082
105797,0.62305
105798,0.81467
105799,0.68609
105800,0.74498
105801,0.74735
105802,0.12736
105803,0.42566
105804,0.40326
105805,0.70451
105806,0.71316
105807,0.91521
105808,0.58487
105809,0.84379
105810,0.80311
105811,0.59175
105812,0.62268
105813,0.56584
105814,0.72055
105815,0.53841
105816,0.67377
105817,0.75917
105818,0.60584
105819,0.61296
105820,0.54136
105821,0.73063
105822,0.8446
105823,0.59249
105824,0.0525
105825,0.57467
105826,0.56034
105827,0.35526
105828,0.0036
105829,0.06422
105830,0.77059
105831,0.81053
105832,0.67158
105833,0.86872
105834,0.48935
105835,0.11456
105836,0.61727
105837,0.12721
105838,0.41029
105839,0.48055
105840,0.47877
105841,0.72912
105842,0.10118
105843,0.05563
105844,0.04188
105845,0.43906
105846,0.57824
105847,0.072
105848,0.63684
105849,0.89632
105850,0.70051
105851,0.09328
105852,0.5004
105853,0.83639
105854,0.91192
105855,0.88354
105856,0.56214
105857,0.60046
105858,0.07716
105859,0.80048
105860,0.73046
105861,0.04681
105862,0.50519
105863,0.70991
105864,0.55513
105865,0.75383
105866,0.74944
105867,0.53088
105868,0.67326
105869,0.75456
105870,0.40374
105871,0.1231
105872,0.68712
105873,0.66128
105874,0.05581
105875,0.0197
105876,0.51239
105877,0.90057
105878,0.36517
105879,0.88609
105880,0.1374
105881,0.84719
105882,0.39136
105883,0.90037
105884,0.04345
105885,0.68877
105886,0.64886
105887,0.58801
105888,0.03709
105889,0.49728
105890,0.72273
105891,0.75617
105892,0.02134
105893,0.75929
105894,0.75773
105895,0.60757
105896,0.50798
105897,0.25112
105898,0.68162
105899,0.3739
105900,0.59927
105901,0.84604
105902,0.06166
105903,0.02172
105904,0.07813
105905,0.5615
105906,0.1822
105907,0.77159
105908,0.72681
105909,0.05824
105910,0.84366
105911,0.53212
105912,0.73802
105913,0.72003
105914,0.7703
105915,0.64335
105916,0.85026
105917,0.59029
105918,0.50469
105919,0.86784
105920,0.84823
105921,0.76583
105922,0.78323
105923,0.17305
105924,0.66058
105925,0.33655
105926,0.51129
105927,0.78711
105928,0.00357
105929,0.42293
105930,0.27572
105931,0.57621
105932,0.69124
105933,0.66422
105934,0.70439
105935,0.78741
105936,0.3692
105937,0.46503
105938,0.48206
105939,0.6713
105940,0.516
105941,0.73332
105942,0.58585
105943,0.13743
105944,0.61562
105945,0.47889
105946,0.51147
105947,0.27723
105948,0.86383
105949,0.47027
105950,0.09672
105951,0.76746
105952,0.60339
105953,0.83105
105954,0.61438
105955,0.6567
105956,0.05471
105957,0.66965
105958,0.72844
105959,0.33444
105960,0.54394
105961,0.17554
105962,0.82904
105963,0.60325
105964,0.52187
105965,0.10858
105966,0.04985
105967,0.59623
105968,0.59804
105969,0.64472
105970,0.70192
105971,0.40795
105972,0.50322
105973,0.75174
105974,0.2419
105975,0.02219
105976,0.43977
105977,0.5258
105978,0.50886
105979,0.68255
105980,0.58649
105981,0.93055
105982,0.4618
105983,0.46429
105984,0.5414
105985,0.42812
105986,0.33974
105987,0.32578
105988,0.45472
105989,0.58422
105990,0.05788
105991,0.69454
105992,0.85388
105993,0.75794
105994,0.84463
105995,0.12713
105996,0.36284
105997,0.70108
105998,0.64842
105999,0.47923
106000,0.50748
106001,0.08219
106002,0.6092
106003,0.63956
106004,0.47525
106005,0.82354
106006,0.25224
106007,0.08324
106008,0.60213
106009,0.52522
106010,0.74936
106011,0.08537
106012,0.53414
106013,0.27875
106014,0.7425
106015,0.76242
106016,0.6732
106017,0.20104
106018,0.77009
106019,0.82676
106020,0.22064
106021,0.33158
106022,0.60182
106023,0.32657
106024,0.73819
106025,0.30218
106026,0.56928
106027,0.37119
106028,0.85194
106029,0.59105
106030,0.72909
106031,0.50219
106032,0.71854
106033,0.8444
106034,0.5959
106035,0.55994
106036,0.06335
106037,0.5357
106038,0.25859
106039,0.599
106040,0.81433
106041,0.91792
106042,0.3639
106043,0.83605
106044,0.78266
106045,0.4613
106046,0.47251
106047,0.04325
106048,0.12202
106049,0.24421
106050,0.08256
106051,0.39197
106052,0.64772
106053,0.71553
106054,0.61028
106055,0.75171
106056,0.15538
106057,0.66295
106058,0.76593
106059,0.79559
106060,0.66539
106061,0.36719
106062,0.45219
106063,0.453
106064,0.62234
106065,0.75498
106066,0.73319
106067,0.80934
106068,0.7017
106069,0.71151
106070,0.94352
106071,0.74922
106072,0.38184
106073,0.39828
106074,0.09271
106075,0.33337
106076,0.7101
106077,0.37088
106078,0.65479
106079,0.2308
106080,0.74265
106081,0.20236
106082,0.35134
106083,0.53926
106084,0.38856
106085,0.80305
106086,0.86073
106087,0.1788
106088,0.30966
106089,0.54521
106090,0.24551
106091,0.5314
106092,0.69762
106093,0.02568
106094,0.60852
106095,0.00621
106096,0.00034
106097,0.35399
106098,0.9434
106099,0.03499
106100,0.74078
106101,0.62037
106102,0.64279
106103,0.41113
106104,0.01252
106105,0.76256
106106,0.55525
106107,0.42999
106108,0.07409
106109,0.67493
106110,0.71732
106111,0.70434
106112,0.03705
106113,0.75093
106114,0.64452
106115,0.31576
106116,0.7682
106117,0.20855
106118,0.79885
106119,0.49931
106120,0.60479
106121,0.22579
106122,0.64912
106123,0.57296
106124,0.71914
106125,0.21795
106126,0.53587
106127,0.70521
106128,0.67407
106129,0.82702
106130,0.79057
106131,0.73299
106132,0.54399
106133,0.57715
106134,0.59332
106135,0.20281
106136,0.62459
106137,0.33675
106138,0.08876
106139,0.62471
106140,0.56061
106141,0.59238
106142,0.43012
106143,0.50734
106144,0.1574
106145,0.06905
106146,0.34518
106147,0.79337
106148,0.74435
106149,0.68753
106150,0.41302
106151,0.7696
106152,0.84629
106153,0.68368
106154,0.60715
106155,0.24137
106156,0.7575
106157,0.78726
106158,0.5737
106159,0.21317
106160,0.70097
106161,0.75314
106162,0.81287
106163,0.09435
106164,0.55734
106165,0.64928
106166,0.87709
106167,0.14781
106168,0.59302
106169,0.13481
106170,0.4692
106171,0.36036
106172,0.70702
106173,0.8518
106174,0.26859
106175,0.26718
106176,0.59841
106177,0.39249
106178,0.28597
106179,0.06547
106180,0.55658
106181,0.59712
106182,0.58526
106183,0.7986
106184,0.70892
106185,0.51795
106186,0.20434
106187,0.23204
106188,0.72478
106189,0.61613
106190,0.87855
106191,0.45821
106192,0.82539
106193,0.72406
106194,0.02938
106195,0.37853
106196,0.6441
106197,0.45401
106198,0.60064
106199,0.12511
106200,0.61675
106201,0.54641
106202,0.63382
106203,0.74191
106204,0.58026
106205,0.26383
106206,0.60403
106207,0.66707
106208,0.74766
106209,0.78081
106210,0.66566
106211,0.82483
106212,0.75513
106213,0.85789
106214,0.29868
106215,0.33053
106216,0.76168
106217,0.96307
106218,0.47019
106219,0.17808
106220,0.64768
106221,0.8567
106222,0.36389
106223,0.49842
106224,0.34189
106225,0.30075
106226,0.4541
106227,0.28455
106228,0.38359
106229,0.13158
106230,0.81342
106231,0.26102
106232,0.47713
106233,0.74177
106234,0.7026
106235,0.59706
106236,0.63965
106237,0.6845
106238,0.62899
106239,0.71778
106240,0.66557
106241,0.06796
106242,0.40029
106243,0.31182
106244,0.73068
106245,0.73269
106246,0.26902
106247,0.84124
106248,0.59041
106249,0.65978
106250,0.96782
106251,0.65696
106252,0.7868
106253,0.68449
106254,0.59019
106255,0.04385
106256,0.84825
106257,0.46294
106258,0.69334
106259,0.60501
106260,0.26611
106261,0.83827
106262,0.51135
106263,0.47128
106264,0.58749
106265,0.69515
106266,0.24625
106267,0.72061
106268,0.70748
106269,0.73412
106270,0.04096
106271,0.78904
106272,0.06645
106273,0.75934
106274,0.49478
106275,0.4949
106276,0.68218
106277,0.51698
106278,0.63601
106279,0.54584
106280,0.82355
106281,0.26568
106282,0.66618
106283,0.21223
106284,0.63155
106285,0.45935
106286,0.66102
106287,0.27919
106288,0.49938
106289,0.15423
106290,0.70482
106291,0.26602
106292,0.72524
106293,0.72157
106294,0.70509
106295,0.35928
106296,0.78338
106297,0.65205
106298,0.94039
106299,0.34218
106300,0.09592
106301,0.71609
106302,0.53891
106303,0.64692
106304,0.41104
106305,0.81728
106306,0.57041
106307,0.40036
106308,0.08748
106309,0.67477
106310,0.10811
106311,0.72035
106312,0.63367
106313,0.1813
106314,0.13592
106315,0.36481
106316,0.71986
106317,0.68437
106318,0.59949
106319,0.57165
106320,0.61026
106321,0.7002
106322,0.7912
106323,0.67676
106324,0.84354
106325,0.68876
106326,0.62659
106327,0.63152
106328,0.66681
106329,0.71038
106330,0.80302
106331,0.65485
106332,0.39159
106333,0.72393
106334,0.31678
106335,0.78274
106336,0.03197
106337,0.12246
106338,0.40472
106339,0.20465
106340,0.56402
106341,0.29024
106342,0.71392
106343,0.51146
106344,0.45037
106345,0.64492
106346,0.10654
106347,0.61846
106348,0.90555
106349,0.27008
106350,0.40002
106351,0.7787
106352,0.6835
106353,0.756
106354,0.09351
106355,0.73083
106356,0.83162
106357,0.62568
106358,0.01415
106359,0.2463
106360,0.02827
106361,0.63772
106362,0.06937
106363,0.61845
106364,0.58702
106365,0.03335
106366,0.22165
106367,0.84042
106368,0.61588
106369,0.3656
106370,0.70328
106371,0.66249
106372,0.65083
106373,0.06635
106374,0.38603
106375,0.5551
106376,0.31451
106377,0.59829
106378,0.59862
106379,0.61986
106380,0.60896
106381,0.78491
106382,0.50207
106383,0.81003
106384,0.56543
106385,0.04416
106386,0.26585
106387,0.9089
106388,0.7094
106389,0.77242
106390,0.54596
106391,0.84835
106392,0.60618
106393,0.7074
106394,0.16871
106395,0.58818
106396,0.77642
106397,0.64447
106398,0.55646
106399,0.26963
106400,0.64189
106401,0.52218
106402,0.77794
106403,0.72164
106404,0.55796
106405,0.73006
106406,0.30858
106407,0.80981
106408,0.56315
106409,0.47174
106410,0.48318
106411,0.81335
106412,0.66525
106413,0.16554
106414,0.68728
106415,0.31772
106416,0.46025
106417,0.5154
106418,0.24021
106419,0.15697
106420,0.10904
106421,0.13072
106422,0.67594
106423,0.93146
106424,0.80529
106425,0.52729
106426,0.38885
106427,0.87461
106428,0.35304
106429,0.51869
106430,0.74383
106431,0.68165
106432,0.75351
106433,0.3962
106434,0.70682
106435,0.82566
106436,0.58143
106437,0.32598
106438,0.70918
106439,0.62491
106440,0.74113
106441,0.68667
106442,0.59032
106443,0.55693
106444,0.78399
106445,0.02343
106446,0.80216
106447,0.54432
106448,0.44115
106449,0.65925
106450,0.97036
106451,0.23974
106452,0.76454
106453,0.80713
106454,0.79606
106455,0.13772
106456,0.70993
106457,0.58191
106458,0.76901
106459,0.57942
106460,0.01543
106461,0.01394
106462,0.765
106463,0.85221
106464,0.15263
106465,0.11899
106466,0.77162
106467,0.73116
106468,0.52054
106469,0.83271
106470,0.1161
106471,0.49535
106472,0.72734
106473,0.75793
106474,0.33814
106475,0.82749
106476,0.60905
106477,0.68772
106478,0.52248
106479,0.80413
106480,0.74424
106481,0.98437
106482,0.76343
106483,0.63492
106484,0.31151
106485,0.66634
106486,0.57834
106487,0.74232
106488,0.59395
106489,0.68411
106490,0.18071
106491,0.00825
106492,0.03016
106493,0.31432
106494,0.12086
106495,0.76931
106496,0.18606
106497,0.56333
106498,0.12156
106499,0.78235
106500,0.3107
106501,0.65192
106502,0.18899
106503,0.39702
106504,0.49794
106505,0.49497
106506,0.21234
106507,0.49329
106508,0.21881
106509,0.01395
106510,0.68237
106511,0.55022
106512,0.40486
106513,0.61792
106514,0.04119
106515,0.01051
106516,0.77667
106517,0.76674
106518,0.47901
106519,0.77158
106520,0.12523
106521,0.74479
106522,0.21223
106523,0.68962
106524,0.56448
106525,0.00509
106526,0.50659
106527,0.7307
106528,0.63115
106529,0.14482
106530,0.10331
106531,0.43886
106532,0.75287
106533,0.2693
106534,0.51942
106535,0.67619
106536,0.41654
106537,0.1974
106538,0.47571
106539,0.28807
106540,0.6453
106541,0.6078
106542,0.83311
106543,0.63333
106544,0.39933
106545,0.59775
106546,0.67463
106547,0.78802
106548,0.81372
106549,0.72938
106550,0.64115
106551,0.03272
106552,0.77817
106553,0.46684
106554,0.48467
106555,0.36011
106556,0.50252
106557,0.28543
106558,0.41938
106559,0.6662
106560,0.74703
106561,0.75586
106562,0.70637
106563,0.6263
106564,0.79948
106565,0.61747
106566,0.83353
106567,0.32182
106568,0.58424
106569,0.52915
106570,0.23812
106571,0.11265
106572,0.73598
106573,0.70363
106574,0.79688
106575,0.40498
106576,0.80653
106577,0.88739
106578,0.92839
106579,0.77813
106580,0.54182
106581,0.31421
106582,0.52809
106583,0.67171
106584,0.14981
106585,0.76736
106586,0.70052
106587,0.66308
106588,0.02727
106589,0.0321
106590,0.76958
106591,0.67747
106592,0.48982
106593,0.82683
106594,0.48305
106595,0.71472
106596,0.82439
106597,0.16701
106598,0.57457
106599,0.50762
106600,0.0574
106601,0.81309
106602,0.36015
106603,0.63811
106604,0.6115
106605,0.25171
106606,0.00176
106607,0.14082
106608,0.85761
106609,0.17831
106610,0.67891
106611,0.33612
106612,0.154
106613,0.38044
106614,0.3682
106615,0.13229
106616,0.61735
106617,0.14488
106618,0.0103
106619,0.49171
106620,0.68659
106621,0.14793
106622,0.64587
106623,0.63127
106624,0.60567
106625,0.56864
106626,0.59697
106627,0.23751
106628,0.70229
106629,0.52629
106630,0.27226
106631,0.49471
106632,0.64356
106633,0.72677
106634,0.11683
106635,0.5567
106636,0.67071
106637,0.52439
106638,0.24436
106639,0.68003
106640,0.05646
106641,0.69783
106642,0.12871
106643,0.33534
106644,0.69232
106645,0.446
106646,0.78266
106647,0.86253
106648,0.01823
106649,0.73455
106650,0.74575
106651,0.65569
106652,0.40034
106653,0.36993
106654,0.55171
106655,0.68509
106656,0.75243
106657,0.79857
106658,0.71881
106659,0.5764
106660,0.0993
106661,0.77504
106662,0.39784
106663,0.62214
106664,0.0952
106665,0.57546
106666,0.6926
106667,0.81304
106668,0.691
106669,0.44396
106670,0.52449
106671,0.36403
106672,0.58242
106673,0.72126
106674,0.01308
106675,0.67402
106676,0.41858
106677,0.73856
106678,0.62629
106679,0.15902
106680,0.15497
106681,0.68221
106682,0.27986
106683,0.50888
106684,0.35246
106685,0.73409
106686,0.40994
106687,0.65255
106688,0.88055
106689,0.6257
106690,0.83138
106691,0.71372
106692,0.89293
106693,0.03913
106694,0.63462
106695,0.07872
106696,0.04065
106697,0.16829
106698,0.03896
106699,0.05977
106700,0.48807
106701,0.46889
106702,0.14926
106703,0.02548
106704,0.83745
106705,0.02523
106706,0.24843
106707,0.67688
106708,0.23259
106709,0.35014
106710,0.76
106711,0.49807
106712,0.55947
106713,0.8218
106714,0.56494
106715,0.42329
106716,0.62222
106717,0.82386
106718,0.86575
106719,0.70569
106720,0.69168
106721,0.6106
106722,0.56778
106723,0.60967
106724,0.55244
106725,0.52637
106726,0.32669
106727,0.55986
106728,0.83215
106729,0.75547
106730,0.6229
106731,0.89614
106732,0.59485
106733,0.85505
106734,0.37758
106735,0.10816
106736,0.71154
106737,0.17093
106738,0.28704
106739,0.78193
106740,0.87572
106741,0.65106
106742,0.61728
106743,0.33556
106744,0.73967
106745,0.70432
106746,0.09005
106747,0.43766
106748,0.76837
106749,0.55492
106750,0.05482
106751,0.33283
106752,0.09657
106753,0.3861
106754,0.82143
106755,0.8106
106756,0.67068
106757,0.77231
106758,0.86801
106759,0.56697
106760,0.52257
106761,0.51088
106762,0.54814
106763,0.20255
106764,0.72359
106765,0.58895
106766,0.87086
106767,0.43822
106768,0.7864
106769,0.39449
106770,0.77298
106771,0.60518
106772,0.93051
106773,0.79086
106774,0.80715
106775,0.77789
106776,0.66009
106777,0.59973
106778,0.81809
106779,0.71559
106780,0.61049
106781,0.49627
106782,0.71382
106783,0.35018
106784,0.16818
106785,0.64036
106786,0.17656
106787,0.27056
106788,0.9534
106789,0.36252
106790,0.66901
106791,0.76624
106792,0.56171
106793,0.30732
106794,0.71469
106795,0.09209
106796,0.76536
106797,0.56608
106798,0.61383
106799,0.66768
106800,0.78016
106801,0.07401
106802,0.29537
106803,0.19462
106804,0.46697
106805,0.12586
106806,0.85931
106807,0.50055
106808,0.75673
106809,0.20353
106810,0.6468
106811,0.82762
106812,0.85653
106813,0.73911
106814,0.64738
106815,0.79806
106816,0.62245
106817,0.15112
106818,0.15622
106819,0.11576
106820,0.19356
106821,0.32926
106822,0.70736
106823,0.82958
106824,0.43318
106825,0.02483
106826,0.77729
106827,0.87438
106828,0.63095
106829,0.32313
106830,0.02438
106831,0.40539
106832,0.08046
106833,0.27265
106834,0.60244
106835,0.45076
106836,0.04568
106837,0.40254
106838,0.50814
106839,0.63433
106840,0.56023
106841,0.79916
106842,0.5138
106843,0.35802
106844,0.77812
106845,0.33368
106846,0.46924
106847,0.09227
106848,0.57871
106849,0.552
106850,0.63606
106851,0.6922
106852,0.26769
106853,0.68639
106854,0.71866
106855,0.20232
106856,0.87202
106857,0.70423
106858,0.70507
106859,0.54899
106860,0.61631
106861,0.76934
106862,0.78597
106863,0.37807
106864,0.64714
106865,0.15268
106866,0.83768
106867,0.02335
106868,0.52713
106869,0.0021
106870,0.66235
106871,0.49612
106872,0.66036
106873,0.66801
106874,0.2365
106875,0.58554
106876,0.79601
106877,0.01116
106878,0.44312
106879,0.78169
106880,0.54696
106881,0.76995
106882,0.71421
106883,0.76338
106884,0.01385
106885,0.05469
106886,0.47661
106887,0.60503
106888,0.16813
106889,0.80143
106890,0.21874
106891,0.70189
106892,0.53508
106893,0.80409
106894,0.64047
106895,0.56605
106896,0.58618
106897,0.62475
106898,0.54813
106899,0.00757
106900,0.58077
106901,0.72075
106902,0.69975
106903,0.19663
106904,0.7951
106905,0.90877
106906,0.24422
106907,0.17293
106908,0.61813
106909,0.32377
106910,0.07262
106911,0.42458
106912,0.83043
106913,0.79637
106914,0.04907
106915,0.71801
106916,0.15976
106917,0.34748
106918,0.70939
106919,0.72398
106920,0.20619
106921,0.87449
106922,0.59097
106923,0.31401
106924,0.34816
106925,0.01772
106926,0.7296
106927,0.53016
106928,0.31698
106929,0.4339
106930,0.51349
106931,0.18455
106932,0.54643
106933,0.84287
106934,0.69366
106935,0.44954
106936,0.7403
106937,0.76928
106938,0.91538
106939,0.80838
106940,0.76233
106941,0.72292
106942,0.41981
106943,0.72431
106944,0.13321
106945,0.75521
106946,0.23087
106947,0.14067
106948,0.64529
106949,0.27154
106950,0.18546
106951,0.57983
106952,0.52564
106953,0.58741
106954,0.56385
106955,0.66986
106956,0.24403
106957,0.67599
106958,0.62942
106959,0.06097
106960,0.50298
106961,0.06462
106962,0.74198
106963,0.47439
106964,0.61671
106965,0.63634
106966,0.4509
106967,0.73926
106968,0.14304
106969,0.69156
106970,0.55008
106971,0.62345
106972,0.46617
106973,0.00159
106974,0.69794
106975,0.27405
106976,0.36969
106977,0.4142
106978,0.51503
106979,0.59646
106980,0.76114
106981,0.99723
106982,0.76932
106983,0.74877
106984,0.58694
106985,0.3131
106986,0.48535
106987,0.15129
106988,0.25395
106989,0.62191
106990,0.32454
106991,0.65823
106992,0.9428
106993,0.02446
106994,0.52009
106995,0.40867
106996,0.53189
106997,0.73702
106998,0.68224
106999,0.66598
107000,0.62376
107001,0.3812
107002,0.91942
107003,0.59633
107004,0.45846
107005,0.58574
107006,0.08143
107007,0.06363
107008,0.39313
107009,0.53174
107010,0.54013
107011,0.61052
